"ANNUAL_REPORT_YEAR","WDID","REGION","REG_MEAS_STATUS","LAST_UPDATED_ON","SSS_CATEGORY","POP_SERVED","X._ENTRY_STAFF","X._JOURNEY_STAFF","X._SUPERVISORY_STAFF","X._MANAGERIAL_STAFF","X._CERTIFIED_GRADE_I","X._CERTIFIED_GRADE_II","X._CERTIFIED_GRADE_III","X._CERTIFIED_GRADE_IV","X._CERTIFIED_GRADE_V","X._CERTIFIED_CSUS","OTHER_CERTIFICATIONS","MILES_FORCED_MAINS","MILES_GRAVITY_SEWERS","X.6IN_OR_LESS_GRAVITY_MAIN","X.8IN_GRAVITY_MAIN","X.9.18IN_GRAVITY_MAIN","X.19.36IN_GRAVITY_MAIN","X.36IN_GREATER_GRAVITY_MAIN","X.UNK_DIAM_GRAVITY_MAIN","X.TOT_GRAVITY_MAIN","X.6IN_OR_LESS_FORCE_MAIN","X.8IN_FORCE_MAIN","X.9.18IN_FORCE_MAIN","X.19.36IN_FORCE_MAIN","X.36IN_GREATER_FORCE_MAIN","X.UNK_FORCE_MAIN","X.TOT_FORCE_MAIN","X._CONNECTED_LATERALS","X._LATERALS_OWNED_OPERATED","PORTIONS_LATERAL_RESPONSIBLE","MILES_LATERAL_RESPONSIBLE","X.GRAVITY_MAIN_2020.PRESENT","X.GRAVITY_MAIN_2000.2019","X.GRAVITY_MAIN_1980.1999","X.GRAVITY_MAIN_1960.1979","X.GRAVITY_MAIN_1940.1959","X.GRAVITY_MAIN_1920.1939","X.GRAVITY_MAIN_1900.1919","X.GRAVITY_MAIN_BEFORE_1900","X.GRAVITY_MAIN_UNKNOWN_AGE","X.GRAVITY_MAIN_TOTAL","X.PUMP_75000_GAL.DAY_OR_OVER_2020.PRESENT","X.PUMP_75000_GAL.DAY_OR_OVER_2000.2019","X.PUMP_75000_GAL.DAY_OR_OVER_1980.1999","X._PUMP_75000_GAL.DAY_OR_OVER_1960.1979","X.PUMP_75000_GAL.DAY_OVER_1940.1959","X.PUMP_75000_GAL.OR_OVER_1920.1939","X.PUMP_75000_GAL.DAY_OR_OVER_1900.1919","X.PUMP_75000_GAL.DAY_OR_OVER_BEFORE_1900","X.PUMP_75000_GAL.DAY_OR_OVER_UNKNOWN_AGE","X.PUMP_75000_GAL.DAY_OR_OVER_TOTAL","X.PUMP_UNDER_75000_GAL.DAY_2020.NOW","X.PUMP_UNDER_75000_GAL.DAY_2000.2019","X.PUMP_UNDER_75000_GAL.DAY_1980.1999","X.PUMP_UNDER_75000_GAL.DAY_UNDER_1960.1979","X.PUMP_UNDER_75000_GAL.DAY_1940.1959","X.PUMP_UNDER_75000_GAL.DAY_1920.1939","X.PUMP_UNDER_75000_GAL.DAY_1900.1919","X.PUMP_UNDER_75000_GAL.DAY_BEFORE_1900","X.PUMP_UNDER_75000_GAL.DAY_UNKNOWN_AGE","X.PUMP_UNDER_75000_GAL.DAY_TOTAL","EST_MILES_NOT_ACCESSIBLE","MILES_CLEANED","MILES_INSPECTED","FIRST_ROW_TREATMENT_PLANT_WDID","FIRST_ROW_NAME_ADDRESS","FIRST_ROW_RELATIONSHIP","SECOND_ROW_TREATMENT_PLANT_WDID","SECOND_ROW_NAME_ADDRESS","SECOND_ROW_RELATIONSHIP","THIRD_ROW_TREATMENT_PLANT_WDID","THIRD_ROW_NAME_ADDRESS","THIRD_ROW_RELATIONSHIP","FOURTH_ROW_TREATMENT_PLANT_WDID","FOURTH_ROW_NAME_ADDRESS","FOURTH_ROW_RELATIONSHIP","SATELLITE_TRIBUTARY_SYSTEMS","FIRST_ROW_TRIBUTARY_SYSTEM_OWNED","FIRST_ROW_TRIBUTARY_SYSTEM_NAME","FIRST_ROW_COLLECTION_SYSTEM_WDID","SECOND_ROW_TRIBUTARY_SYSTEM_OWNED","SECOND_ROW_TRIBUTARY_SYSTEM_NAME","SECOND_ROW_COLLECTION_SYSTEM_WDID","THIRD_ROW_TRIBUTARY_SYSTEM_OWNED","THIRD_ROW_TRIBUTARY_SYSTEM_NAME","THIRD_ROW_COLLECTION_SYSTEM_WDID","FOURTH_ROW_TRIBUTARY_SYSTEM_OWNED","FOURTH_ROW_TRIBUTARY_SYSTEM_NAME","FOURTH_ROW_TREATMENT_PLANT_WDID.1","FIFTH_ROW_TRIBUTARY_SYSTEM_OWNED","FIFTH_ROW_TRIBUTARY_SYSTEM_NAME","FIFTH_ROW_TREATMENT_PLANT_WDID","INFO_ADDITIONAL_TRIBUTARY_SYSTEMS","X.GRAVITY_MAINLINE_AERIAL_OR_UNDER_GROUND_CROSSINGS","X.FORCE_MAINLINE_AERIAL_OR_UNDER_GROUND_CROSSINGS","X._SIPHONS","SYSTEM_PERFORMANCE_EVAL_ATTACHED","SPILL_EMERGENCY_RESPONSE_PLAN_UPDATED","MAJOR_SPILL_CAUSES","SPILL_CAUSES_OTHER_DESC","FAILURE_POINTS","FAILURE_POINTS_OTHER_DESC","ONGOING_SPILL_INVESTIGATIONS","ACTIONS_TAKEN_TO_ADDRESS_DEFICIENCIES","X"
2024,"8SSO20044","8",616,"24-MAR-25","Municipal(Public)",139461,4,9,1,1,5,2,0,1,0,8,"No other",0,330,5,80,13,2,0,0,100,0,0,0,0,0,0,0,29096,54,"None",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318.7,64," 8 300110002","OC Sanitation District 10844 Ellis Ave, Fountian Valley, CA  ","SSS same agency","","","","","","","","","","N","N","City of Anaheim","8SSO10542","N","City of Brea","8SSO10545","N","City of La Habra","8SSO10583","N","City of Placentia","8SSO10593","","","","We only have 4 tributary systems.",23,0,36,"N","Y","Other (specify below)","We had no major spills this past year.","Other (specify below)","We had system infrastructure failures this past year.","We have no ongoing spill investigations.","We CCTV our system every five years and all deficiencies are looked at and added to our CIP list for repairs or sections to be replaced. When we have a spill, it is our procedure to follow up with a CCTV inspection. If repairs are needed, we follow up with our on-call contractor or with Engineering to have the sewer main repaired.  If no repairs are needed, we will place that section on our Special Project list. That list is cleaned monthly or every 3,6,9 0r 12 months. ",NA
2025,"8SSO20044","8",616,"16-MAR-26","Municipal(Public)",143620,2,12,1,1,4,2,0,1,0,7,"No Other",0,330,5,80,13,2,0,0,100,0,0,0,0,0,0,0,29096,54,"None",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,63,"8 300110002","OC Sanitation District 10844 Ellis Ave., Fountain Valley, CA","SSS same agency","","","","","","","","","","Y","N","City of Anaheim","8SSO10542","N","City of Brea","8SSO10545","N","City of La Habra","8SSO10583","N","City of Placentia","8SSO10593","","","","We only have 4 tributary system",23,0,36,"N","Y","Other (specify below)","No spills this past year.","Other (specify below)","No infrastructure failure this past year","No On-going spill investigation's this past year","We perform CCTV inspections on our entire sewer system every five years. All identified deficiencies are reviewed and added to our Capital Improvement Program (CIP) list for repair or replacement. Following any spill event, it is our procedure to conduct follow-up CCTV inspections on the affected sewer main. • If repairs are required, we coordinate with our on-call contractor or with Engineering to have the necessary work completed. • If no repairs are needed, the line segment is added to our Special Projects List for enhanced monitoring. Sections on the Special Projects List are scheduled for cleaning on a rotating basis at intervals of 1, 3, 6, 9, or 12 months, depending on need.",NA
2023,"8SSO10578","8",616,"03-APR-24","Municipal(Public)",201000,6,10,5,1,5,3,2,3,1,0,"CWEA",3,360,1,84,14,1,0,0,100,90,10,0,0,0,0,100,630,300,"Lower only",300,3,24,67,3,2,1,0,0,0,100,2,1,7,0,0,0,0,0,0,10,7,0,10,0,0,0,0,0,0,17,81,71,154," 8SSO10578","Huntington Beach City CS, 19001  Huntington Street, Huntington Beach, CA 92648-2211 ","WWTP other agency","","","","","","","","","","Y","N","Sunset Beach Sanitary District","SSO10625","N","Midway City Sanitary District","8SSO10588","N","City of Fountain Valley","8SSO10572","","","","","","","n/a",31,8,97,"Y","Y","Other (specify below)","Various causes: mechanical pump failure, flushable wipes, grease, calcium build up","Other (specify below)","Typically at the lower lateral or mainline","None","FOG program for grease, replacement/rehabilitation of pipe with calcium build-up",NA
2024,"8SSO10578","8",616,"27-MAR-25","Municipal(Public)",194310,3,10,5,1,6,3,1,3,0,3,"Mechanical Technologist II.  Plant Technologist I.",3,360,1,83,15,1,0,0,100,90,10,0,0,0,0,100,53337,53337,"Lower only",303,3,3,24,67,3,2,1,0,0,103,2,1,7,0,0,0,0,0,0,10,7,0,10,0,0,0,0,0,0,17,0,491,70.2,"8 300110002","OCSAN 22212 Brookhurst Street, Huntington Beach","WWTP other agency","","","","","","","","","","Y","N","Sunset Beach Sanitary District","8SSO10625","N","Midway City Sanitary System","8SSO10588","N","City of Fountain Valley","8SSO10572","","","","","","",NA,31,8,37,"","Y","Other (specify below)","NA- no major spills.","Other (specify below)",NA,NA,"FOG program for grease, replacement of pipe and rehab for calcium build-up.",NA
2025,"8SSO10578","8",616,"24-MAR-26","Municipal(Public)",194310,3,10,5,1,6,3,1,3,0,3,"Mechanical Technologist II. Plant Technologist I.",3,360,1,83,15,1,0,0,100,90,10,0,0,0,0,100,53337,53337,"Lower only",303,3,3,21,67,3,2,1,0,0,100,2,1,7,0,0,0,0,0,0,10,7,0,10,0,0,0,0,0,0,17,0,511,79,"8 300110002","OC SAN 22212 Brookhurst Street, Huntington Beach, CA","WWTP other agency","","","","","","","","","","Y","N","Sunset Beach Sanitary District","8SSO10625","N","Midway City Sanitary System","8SSO10588","N","City of Fountain Valley","8SSO10572","","","","","","",NA,31,8,37,"","Y","Other (specify below)","NA- No major spills.","Other (specify below)",NA,NA,"FOG program for grease. replacement of pipe and rehab for calcium build-up. ",NA
2024,"8SSO10583","8",616,"27-MAR-25","Municipal(Public)",63118,1,2,1,1,2,3,0,0,0,0,NA,0,125,2,87,10,1,0,0,100,0,0,0,0,0,0,0,13600,0,"None",0,0,1,3,40,55,1,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,42.6,35.4,"8 300110002","Orange County Sanitation District, 22212 Brookhurst St., Huntington Beach, CA 92646","WWTP same agency","","","","","","","","","","N","N","","","","","","","","","","","","","","",NA,0,0,23,"Y","Y","Debris-Rags","","Manhole","",NA,"Increased line cleaning, and implement capital projects including point repairs and pipe lining.",NA
2025,"8SSO10583","8",616,"16-MAR-26","Municipal(Public)",63118,0,3,1,1,2,3,0,0,0,0,NA,0,125,2,87,10,1,0,0,100,0,0,0,0,0,0,0,13600,0,"None",0,0,1,3,40,55,1,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,48.7,39.9,"8 300110002","Orange County Sanitation District, 22212 Brookhurst St., Huntington Beach, CA 92646","WWTP same agency","","","","","","","","","","N","N",NA,NA,"","","","","","","","","","","","",NA,0,0,23,"","Y","Debris-Rags","","Gravity Mainline","","None","SmartCover alert notification on select manholes, point repairs, segment lining.",NA
2023,"8SSO10591","8",616,"06-MAR-24","Municipal(Public)",136718,11,14,4,3,16,0,2,0,0,0,"N/A",1,313,8,77,13,2,0,0,100,100,0,0,0,0,0,100,33036,0,"None",0,0,6,18,50,12,12,2,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,38,"8SSO10640","Orange Cnty Sanitation Dist CS,    , CA  ","WWTP same agency","","","","","","","","","","Y","N","Villa Park Collection System","8SSO10635","","","","","","","","","","","","","N/A",2,0,14,"N","Y","Root Intrusion","N/A","Manhole","N/A","None","City performed lining repairs at four (4) locations and replaced approximately 4,750 linear feet during the calendar year.",NA
2024,"8SSO10591","8",616,"03-MAR-25","Municipal(Public)",138337,9,15,4,3,16,0,2,0,0,0,"",0.1,313,8,77,13,2,0,0,100,100,0,0,0,0,0,100,33062,0,"None",0,0,7,22,52,13,4,2,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,40,"8SSO10640","Orange County Sanitation District","WWTP other agency","","","","","","","","","","Y","N","Villa Park Collection System","8SSO10635","","","","","","","","","","","","","",2,0,14,"Y","Y","Debris-wipes/Non-disposables","","Manhole","","None","City replaced 6,348 LF of 6  VCP with 8  VCP and reconstructed 6 manhole access points.",NA
2025,"8SSO10591","8",616,"26-FEB-26","Municipal(Public)",138337,11,14,4,3,13,0,2,0,0,0,NA,0.1,313,7,78,13,2,0,0,100,100,0,0,0,0,0,100,33056,0,"None",0,1,6,21,52,14,4,2,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,85,"8SSO10640","Orange County Sanitation District","WWTP other agency","","","","","","","","","","Y","N","Villa Park Collection System","8SSO10635","","","","","","","","","","","","",NA,2,0,14,"Y","Y","Debris-wipes/Non-disposables",NA,"Manhole",NA,"None","Replaced 5,441 LF of 6  VCP with 8  VCP and repaired/replaced 17 brick manholes with liners.",NA
2023,"8SSO10604","8",616,"19-MAR-24","Municipal(Public)",24647,1,5,1,3,6,0,0,0,0,0,"",3,32,10,75,8,7,0,0,100,77,0,23,0,0,0,100,5000,0,"None",0,1,4,3,52,30,10,0,0,0,10,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,25,10,"8-300110002","Orange County Sanitation District","WWTP same agency","","","","","","","","","","Y","N","City of Huntington Beach","8SS010578","N","Rossmoor-Los Alamitos Area Sewer District","8SSO10596","","","","","","","","","","N/A",0,0,3,"Y","Y","Fats, Oil and Grease (FOG)","N/A","Pump Station - Controls","N/A","None","Multiple capital improvement projects have been programed into future budgets including: pump station upgrades, lift station improvements, and mainline improvements.",NA
2024,"8SSO10604","8",616,"17-DEC-25","Municipal(Public)",24647,2,6,1,5,5,0,0,0,0,0,"None",3,32,10,75,8,7,0,0,100,77,0,23,0,0,0,100,5000,0,"None",0,1,4,3,52,30,10,0,0,0,100,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,9,0,"8 300110002","Orange County Sanitation District, 10844 Ellis Avenue Fountain Valley, CA 92708","WWTP other agency","","","","","","","","","","Y","N","City of Huntington Beach","8SS010578","N","Rossmoor-Los Alamitos Area Sewer District","8SSO10596","","","","","","","","","","N/A",0,0,3,"Y","Y","Fats, Oil and Grease (FOG)","N/A","Pump Station - Controls","N/A","None","Several capital improvement projects have been included in future budgets including: upgrades to pump stations, rehabilitation of lift stations, and enhancements to the mainline infrastructure.",NA
2025,"8SSO10604","8",616,"01-APR-26","Municipal(Public)",25242,2,6,1,5,4,0,0,0,0,0,"None",3,32,10,75,8,7,0,0,100,77,0,23,0,0,0,100,5000,0,"None",0,1,4,3,52,10,10,0,0,0,100,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,9,0,"8 300110002","Orange County Sanitation District, 10844 Ellis Avenue Fountain Valley, CA 92708","WWTP other agency","","","","","","","","","","Y","N","City of Huntington Beach","8SSO10578","N","Rossmoor-Los Alamitos Sewer District","8SSO10596","","","","","","","","","","N/A",0,0,3,"Y","Y","Fats, Oil and Grease (FOG)","N/A","Pump Station - Controls","N/A","None","Several capital improvement projects have been included in future budgets including: upgrades to pump stations, rehabilitation of lift stations, and enhancements to the mainline infrastructure.",NA
2023,"8SSO10587","8",616,"28-MAR-24","Municipal(Public)",317506,0,23,5,2,5,8,7,3,0,1,"",11,884,6,76,13,3,1,0,100,6,2,90,1,0,0,100,52032,0,"None",267,0,49,33,18,1,0,0,0,1,100,0,2,2,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,1,7,295,88,"8 302006002 ","Michelson WRP, 3512 Michelson Dr, Irvine CA","WWTP other agency","","","","","","","","","","Y","Y","UC Irvine","8SSO10630","","","","","","","","","","","","","",526,16,11,"Y","Y","Vandalism (specify below)","","Gravity Mainline","","None.","Impacted areas have been added to the high maintenance cleaning schedule, lockable composite lids have been added to impacted system areas.",NA
2024,"8SSO10587","8",616,"31-MAR-25","Municipal(Public)",315625,2,34,7,2,1,8,7,3,0,2,"",14,891,6,76,13,3,1,0,100,6,2,91,1,0,0,100,52956,0,"None",271,3,46,33,17,1,0,0,0,0,100,0,2,2,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,1,7,336,15,"8 302006002 ","001,    , CA  ","WWTP same agency","","","","","","","","","","Y","Y","UC Irvine","8SSO10630","","","","","","","","","","","","","",526,16,11,"Y","Y","Vandalism (specify below)","","Gravity Mainline","","None.","Impacted areas have been added to the high maintenance cleaning schedule, lockable composite lids have been added to impacted system areas.",NA
2025,"8SSO10587","8",616,"01-APR-26","Municipal(Public)",317506,10,26,7,2,12,6,2,3,0,0,"E&I Grade 2 - 4 persons, E&I Grade 3 - 2 persons, E&I Grade 4 - 4 persons  Mech Grade 3 - 2 persons, Mech Grade 4 - 1 person ",14,901,6,77,13,3,1,0,100,6,2,91,1,0,0,100,57152,0,"None",288,5,46,32,17,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,91,"8 302006002","Michelson WRP","WWTP same agency","","","","","","","","","","Y","N","UC Irvine","8SSO10630","","","","","","","","","","","","","",526,16,11,"Y","Y","Root Intrusion","","Other (specify below)","None.","None.","Root treatment to be performed system wide starting March 2026.",NA
2023,"8SSO10641","8",616,"21-MAR-24","Municipal(Public)",68319,2,15,4,2,3,8,0,2,0,0,"N/A",1,269,5,82,12,1,0,0,100,0,0,0,0,0,0,0,23617,0,"None",0,1,15,38,46,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,53,63,"8SSO10640","Orange Cnty Sanitation Dist CS,    , CA  ","WWTP same agency","8SSO10593","Placentia City CS, 401 East Chapman Avenue, Placentia, CA 92670 ","SSS other agency","","","","","","","Y","N","Placentia","8SSO10593","","","","","","","","","","","","","N/A",0,0,16,"Y","Y","Root Intrusion","N/A","Gravity Mainline","N/A","None at this time.","Aggressive CCTV program and strict coordination with cleaning crews. Chemical root control program with services provided by Duke's Root Control. In-house and contracted trenchless sectional rehab work to gravity mainlines to address minor structural defects. Manhole frame and cover replacements with locking covers in high-risk areas.",NA
2024,"8SSO10641","8",616,"19-NOV-25","Municipal(Public)",68319,2,17,3,2,3,7,0,1,0,0,"N/A",0.2,269.5,5,82,12,1,0,0,100,0,0,0,0,0,0,0,23714,0,"None",0,1,15,38,46,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,73.5,63.6,"8 300110002","001,    , CA  ","WWTP other agency","","","","","","","","","","Y","N","Placentia","8SSO10593","","","","","","","","","","","","","N/A",0,0,16,"Y","Y","Root Intrusion","","Gravity Mainline","","None at this time.","Continuing with our CCTV program and strict coordination with our cleaning crews. Chemical root control program with Dukes Root Control. In-house and contracted trenchless sections rehab work to gravity mainlines to repair minor structural  defects.",NA
2025,"8SSO10641","8",616,"05-MAR-26","Municipal(Public)",84000,3,16,4,2,4,10,0,1,0,0,NA,0.2,269.7,5,82,12,1,0,0,100,100,0,0,0,0,0,100,23714,0,"None",0,1,15,38,46,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,66.5,75.9,"8 300110002","001,    , CA  ","WWTP other agency","","","","","","","","","","Y","N","Orange County Sanitation District","8SSO10640","N","City of Placentia","8SSO10593","","","","","","","","","",NA,0,0,16,"Y","","Vandalism (specify below)","When reviewing our spill history, most major spills were caused by vandalism - large items being placed into sewer manholes that obstructed flow. The second leading cause of spills in our system would be root intrusion.","Manhole","Manholes are the ingress point for vandalism attempts. Root intrusion typically occurs within a gravity main segment.","There are no ongoing spill investigations as of the writing of this report.","Manholes identified as  high risk  to acts of vandalism are gradually being replaced with locking composite manhole frames and cover. Our aggressive video inspection schedule and contracted chemical root control treatment program aims to control root intrusion at the mains.",NA
2023,"8SSO10588","8",616,"26-MAR-24","Municipal(Public)",100000,1,5,1,1,4,0,0,0,0,0,NA,1,174,0,93,6,0,0,0,99,0,0,1,0,0,0,1,35000,0,"None",0,0,5,5,60,30,0,0,0,0,100,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,115,1,"8 300110002","Orange County Sanitary District ","WWTP same agency","","","","","","","","","","N","N",NA,NA,"N",NA,NA,"N",NA,NA,"N",NA,NA,"N",NA,NA,NA,7,0,33,"Y","Y","Fats, Oil and Grease (FOG)",NA,"Pump Station - Controls",NA,NA,"District's Contractor is cctving all the District's sewer lines. They will finish by the end of 2024.  District's Consultant is working on updating SSMP. They will finish by the end of 2024. ",NA
2024,"8SSO10588","8",616,"31-MAR-25","Municipal(Public)",103000,1,4,1,2,9,2,0,0,0,0,"(5) NASSCO PACP/LACP/MACP certification. ",2.5,162.4,0,89,11,0,0,0,100,1,27,72,0,0,0,100,35840,0,"None",0,0,3,0,46,50,0,0,0,1,100,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,130,160.6,"8 300110002","Orange County Sanitation District treatment plan","WWTP other agency","8SSO10640","Orange County Sanitation District collection system ","SSS other agency","","","","","","","N","N","N/A","N/A","N","N/A","N/A","N","N/A","N/A","N","N/A","N/A","N","N/A","N/A","N/A",7,0,24,"Y","Y","Fats, Oil and Grease (FOG)","N/A","Pump Station - Mechanical","N/A","N/A","The District’s contractor completed CCTV inspection of all the District’s sewer lines in January 2025. The District is currently reviewing the footage.  The District’s consultant completed the updates to the SSMP and Capacity Analysis in March 2025. The District is currently reviewing the recommendations.",NA
2025,"8SSO10588","8",616,"18-MAR-26","Municipal(Public)",103000,2,3,1,2,7,2,1,0,0,0,"(4) NASSCO PACP/LACP/MACP certification.  (1) NASSCO CIPP Inspection certification. ",2.5,162.4,0,89,11,0,0,0,100,1,27,72,0,0,0,100,36127,0,"None",0,1,3,0,45,50,0,0,0,1,100,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,130,1,"8 300110002","Orange County Sanitation District treatment plan","WWTP other agency","8SSO10640","Orange County Sanitation District collection system","SSS other agency","","","","","","","Y","N","City of Garden Grove Sanitary Sewer","8SSO10574","N",NA,NA,"N",NA,NA,"N",NA,NA,"N",NA,NA,NA,7,0,24,"Y","Y","Fats, Oil and Grease (FOG)",NA,"Pump Station - Controls",NA,NA,"1- A contractor is hired to fix the siphon issues at Westminster Blvd and Springdale Street.  2- A contractor is hired to line 35 sewer segments with CIPP.  3- A consultant is hired for Sewer Condition Assessment Project.  4- A consultant will be hired to update Sewer Standard Specifications and details.  5- Yearly manhole adjustment to the grade are performed.  6- Monthly hotspot jetting. ",NA
2023,"8SSO10625","8",616,"02-APR-24","Municipal(Public)",1500,0,2,1,1,0,0,0,0,0,0,"0",1,5,5,85,10,0,0,0,100,100,0,0,0,0,0,100,2452,1226,"Lower only",1,5,10,0,0,0,85,0,0,0,100,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,5,"8 302015004","City of Huntington Beach 2000 Main St. Huntington Beach CA 92649","SSS other agency","8 300110002","Orange County Sanitation District 10844 Ellis Ave. Fountain Valley  92708","WWTP same agency","","","","","","","N","","","","","","","","","","","","","","","","",1,0,1,"Y","Y","Debris-General","","Pump Station - Mechanical","","None.","Construction of new sewer main and abandonment of existing pump station scheduled for Fall 2024.",NA
2024,"8SSO10625","8",616,"01-APR-25","Municipal(Public)",1500,0,2,1,1,0,0,0,0,0,0,"N/A",1,5,5,85,10,0,0,0,100,100,0,0,0,0,0,100,2440,1220,"None",1,5,10,0,0,0,85,0,0,0,100,0,0,0,0,0,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,4,0.5,"8 302015004","City of Huntington Beach, 2000 Main St., Huntington Beach, CA 92648","SSS other agency","8 300110002","Orange County San Dist, 18480 Bandilier Cir., Fountain Valley, CA 92708","WWTP other agency","","","","","","","N","","","","","","","","","","","","","","","","N/A",1,0,1,"Y","Y","Debris-General","","Pump Station - Mechanical","","None.","Construction of new gravity sewer main allowing for the abandonment of existing pump station scheduled for completion Spring 2026.",NA
2023,"8SSO10566","8",616,"20-MAR-24","Municipal(Public)",118300,1,5,2,2,5,1,1,2,0,0,NA,5,219,1,85,13,1,0,0,100,24,31,45,0,0,0,100,24955,0,"None",0,0,1,5,34,60,0,0,0,0,100,0,0,0,0,1,0,0,0,0,1,0,0,2,9,8,0,0,0,0,19,0,202,3575,"8SSO10640","Orange Cnty Sanitation Dist CS,    , CA  ","SSS other agency","","","","","","","","","","N","","","","","","","","","","","","","","","",NA,0,0,10,"Y","Y","Fats, Oil and Grease (FOG)",NA,"Gravity Mainline",NA,"No","The district will be installing a structural liner and the pipe segment is on an annual cleaning cycle where it's cleaned once a year.",NA
2024,"8SSO10566","8",616,"30-DEC-25","Municipal(Public)",1118000,1,5,3,2,2,3,1,5,0,0,"12 staff are NASSCO certified in the PACP, MACP, LACP",5,219,1,85,13,1,0,0,100,24,31,45,0,0,0,100,24955,0,"None",0,0,1,5,34,60,0,0,0,0,100,0,0,0,0,1,0,0,0,0,1,0,0,2,9,8,0,0,0,0,19,0,201.4,0.6,"8 300110002","001,    , CA  ","WWTP other agency","","","","","","","","","","N","","","","","","","","","","","","","","","","",5,0,8,"Y","Y","Debris-General","","Gravity Mainline","Sewer plug from private plumber clogged mainline","No","CCTV mainline to ensure no obstruction in mainline.",NA
2025,"8SSO10566","8",616,"11-MAR-26","Municipal(Public)",118300,0,7,2,3,3,2,1,4,0,0,"1 employee hold CWEA Electrical & Instrumentation Technologist Grade 4 1 employee hold CWEA Electrical & Instrumentation Technologist Grade 1 11 employees hold NASSCO PACP, MACP & LACP certifications",5,219,1,85,13,1,0,0,100,24,31,45,0,0,0,100,24955,0,"None",0,0,1,5,34,60,0,0,0,0,100,0,0,0,0,1,0,0,0,0,1,0,0,2,9,8,0,0,0,0,19,0,219,0.8,"8 300110002","001,    , CA  ","WWTP same agency","","","","","","","","","","N","N","","","N",NA,NA,"N",NA,NA,"N",NA,NA,"N",NA,NA,NA,0,0,10,"Y","Y","Damage by Others Not Related to Collection System Construction/Maintenance","A private contractor struck a Mesa Water District (MWD) mainline. The break caused a significant loss of water resulting in drop in water pressure across portion of MWD service area. When pressure was restored, a sudden surge occurred, leading to multiple pipe bursts throughout the community. The force of the rupture lifted the street pavement and caused two CMSD sewer manhole frames and covers to separate from their structure. This allowed potable water to enter the public sewer system through 2-4 inch gap between the frame and manhole body.","Gravity Mainline",NA,"No","Stay on schedule for cleaning pipe line segment annually. Due to sick leave, vacation, and training, staff fell behind on cleaning schedule.  The District spent nearly $18,000 in overtime to get caught up on cleaning schedule and achieve cleaning the entire sewer system by 12-31-25.",NA
